"Duration..in.seconds."	"ResponseId"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"rwa_1"	"rwa_2"	"rwa_3"	"rwa_4"	"rwa_5"	"rwa_6"	"rwa_7"	"rwa_8"	"rwa_9"	"pols_1"	"pols_2"	"pols_3"	"pols_4"	"pols_5"	"beth_1"	"beth_2"	"beth_3"	"beth_4"	"bethSym1_4"	"stanley_1"	"stanley_2"	"stanley_3"	"stanley_4"	"stanleySym1_1"	"tina_1"	"tina_2"	"tina_3"	"tina_4"	"tinaSym1_1"	"speaker_1"	"speaker_2"	"speaker_3"	"speaker_4"	"speakerSym1_1"	"bethCheck"	"bethSRel"	"bethSwitch_1"	"bethSwitch_2"	"bethSwitch_3"	"bethSwitch_4"	"bethSym2_1"	"stanleyCheck"	"stanleySRel"	"stanleySwitch_1"	"stanleySwitch_2"	"stanleySwitch_3"	"stanleySwitch_4"	"stanleySym2_1"	"tinaCheck"	"tinaSRel"	"tinaSwitch_1"	"tinaSwitch_2"	"tinaSwitch_3"	"tinaSwitch_4"	"tinaSym2_1"	"speakerCheck"	"speakerSRel"	"speakerSwitch_1"	"speakerSwitch_2"	"speakerSwitch_3"	"speakerSwitch_4"	"speakerSym2_1"	"box"	"leftFirst"	"order"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"lsdo"	"slsdo"	"apc_1"	"apc_2"	"frs_1"	"frs_2"	"frs_3"	"rwa"	"apc"	"bethAtt"	"tinaAtt"	"stanleyAtt"	"speakerAtt"	"totalAtt"	"beth"	"bethSwitch"	"tina"	"tinaSwitch"	"speaker"	"speakerSwitch"	"stanley"	"stanleySwitch"	"liked2"	"liked2_2"	"sdo_level2"	"message"	"sdo_level2c"	"bethDiff"	"tinaDiff"	"stanDiff"	"speaDiff"
"679"	"R_QgCoTf60kBvgut3"	26	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-26"	"-31"	1	0	2	2	6	0	2	2	1	4	1	2	"4 Neutral"	"4 Neutral"	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	86	-71	-100	23	51	3	7	6	6	"42"	7	7	5	6	"20"	7	7	4	4	"38"	5	4	3	6	"16"	"Republicans"	"To some extent"	3	6	5	6	"-28"	"Donald Trump"	"Not at all"	7	7	5	4	"-49"	"People are too insensitive about race and gender"	"To some extent"	6	5	3	2	"-82"	"Support of multiculturalism"	"&nbsp;"	2	5	3	5	"-94"	""	"1"	"16"	"6161029"	"dems"	173	1.875	"medium"	-0.75625	0.628608659422374	-0.170187968286404	3	5	6	2	6	2	4	1	1	1	1	4	5.5	5	5.5	4	4.5	3.75	6.25	5.75	1	0.75625	"low"	1	-1	-0.5	-1.5	-0.5	-0.75
"643"	"R_1dKWZmQDtbeV25l"	31	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	0	2	0	0	"1 Strongly disagree"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	100	-100	-100	60	65	1	7	1	7	"0"	7	7	7	7	"10"	7	7	7	7	"0"	5	7	7	7	"100"	"Republicans"	"Not at all"	1	7	1	7	"0"	"Donald Trump"	"To some extent"	7	7	7	7	"-10"	"People are too insensitive about race and gender"	"Not at all"	7	7	7	7	"0"	"Support of multiculturalism"	"Not at all"	5	7	7	7	"-100"	""	"1"	"3"	"6852014"	"dems"	174	1	"low"	-1.63125	0	-0.798796627708778	0	8	6	0	6	0.5	4	1	1	1	1	4	4	4	7	7	6.5	6.5	7	7	1	1.63125	"low"	1	-1	0	0	0	0
"606"	"R_CkQVwU9LIjq686J"	42	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-49"	"-48"	0	0	2	2	0	0	2	2	0	2	0	0	"6 Agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	"7 Strongly agree"	84	-96	-100	77	100	2	6	7	7	"85"	7	5	4	3	"78"	7	7	1	6	"56"	5	7	7	7	"0"	"Republicans"	"&nbsp;"	3	6	7	7	"0"	"Donald Trump"	"&nbsp;"	3	5	4	2	"0"	"People are too insensitive about race and gender"	"&nbsp;"	7	7	1	6	"0"	"Support of multiculturalism"	"&nbsp;"	5	7	7	7	"0"	""	"1"	"24"	"9288779"	"dems"	175	1	"low"	-1.63125	0	-0.798796627708778	5	2	6	4	6	0.5	3.5	1	1	1	1	4	5.5	5.75	5.25	5.25	6.5	6.5	4.75	3.5	1	1.63125	"low"	1	-1	0.25	0	-1.25	0
"716"	"R_3Dbfqf3T5CUUoIZ"	41	"Female"	""	"Caucasian"	""	"Other"	"None"	"-50"	"-50"	1	1	3	3	1	1	3	3	1	5	1	1	"2 Disagree"	"5 Slightly agree"	"6 Agree"	"2 Disagree"	"6 Agree"	-10	-85	-100	80	70	3	6	6	6	"40"	4	6	6	6	"50"	6	6	6	6	"60"	3	5	5	6	"50"	"Republicans"	"&nbsp;"	2	6	6	6	"-50"	"Donald Trump"	"&nbsp;"	4	5	6	5	"-70"	"People are too insensitive about race and gender"	"&nbsp;"	6	6	6	6	"-60"	"Support of multiculturalism"	"To some extent"	0	4	5	2	"-65"	"Thanks and have a nice day!"	"1"	"8"	"935831"	"dems"	176	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	1	4	5	1	5	2	2.5	1	1	1	1	4	5.25	5	6	6	4.75	2.75	5.5	5	1	0.63125	"low"	1	-1	-0.25	0	-0.5	-2
"666"	"R_262yPNBP4vdSV8D"	33	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-9"	"-44"	0	0	2	2	6	0	2	2	5	8	6	5	"5 Slightly agree"	"4 Neutral"	"4 Neutral"	"7 Strongly agree"	"4 Neutral"	100	-100	-100	96	100	4	6	7	7	"95"	7	6	7	4	"100"	5	4	1	4	"-98"	5	3	5	4	"77"	"Republicans"	"&nbsp;"	7	7	6	5	"-100"	"Donald Trump"	"To some extent"	7	7	7	6	"-100"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	1	4	"-92"	"Support of multiculturalism"	"&nbsp;"	2	3	6	4	"-100"	""	"1"	"3"	"1252557"	"dems"	177	1.75	"medium"	-0.88125	0.559615787935423	-0.239180839773356	4	5	3	6	3	6	4.5	1	0	1	1	3	6	6.25	3.5	3.75	4.25	3.75	6	6.75	1	0.88125	"low"	1	-1	0.25	0.25	0.75	-0.5
"714"	"R_25BhOyKssSz8BcD"	35	"Male"	""	"Caucasian"	""	"Atheist"	""	"17"	"-16"	5	2	4	3	1	2	3	3	5	8	5	5	"3 Slightly disagree"	"2 Disagree"	"6 Agree"	"5 Slightly agree"	"3 Slightly disagree"	57	-82	-22	49	65	2	6	5	5	"22"	3	3	2	2	"-32"	3	5	2	3	"-36"	3	3	5	5	"-3"	"Republicans"	"&nbsp;"	2	6	5	6	"35"	"Donald Trump"	"&nbsp;"	3	3	3	2	"-36"	"People are too insensitive about race and gender"	"To some extent"	5	5	2	5	"16"	"Support of multiculturalism"	"&nbsp;"	0	2	2	2	"-81"	""	"1"	"17"	"3422807"	"dems"	178	2.875	"medium"	0.24375	1.05605267424931	0.257256046540535	2	7	5	4	2	5.75	4.5	1	1	1	1	4	4.5	4.75	3.25	4.25	4	1.5	2.5	2.75	-1	-0.24375	"high"	1	1	0.25	1	0.25	-2.5
"769"	"R_1MWcUMXV8JDuVdM"	25	"Female"	""	"Caucasian"	""	"Other"	"Wicca"	"-24"	"-46"	0	0	2	2	0	0	2	2	1	2	1	0	"2 Disagree"	"3 Slightly disagree"	"7 Strongly agree"	"2 Disagree"	"5 Slightly agree"	100	-100	-100	-60	80	3	7	7	6	"70"	6	6	7	5	"40"	6	2	3	3	"2"	5	3	3	6	"10"	"Republicans"	"Not at all"	2	7	7	6	"-39"	"Donald Trump"	"Not at all"	6	5	7	3	"0"	"People are too insensitive about race and gender"	"Not at all"	5	2	2	3	"0"	"Support of multiculturalism"	"Not at all"	4	3	3	5	"-14"	"None that I can think of. "	"1"	"17"	"490398"	"dems"	179	1	"low"	-1.63125	0	-0.798796627708778	1	6	6	1	4	1	3.5	1	1	1	1	4	5.75	5.5	3.5	3	4.25	3.75	6	5.25	1	1.63125	"low"	1	-1	-0.25	-0.5	-0.75	-0.5
"461"	"R_2D6So4UPsGAp54M"	47	"Female"	""	"Caucasian"	""	"Christianity"	""	"-46"	"-47"	1	1	3	3	1	1	3	3	3	3	4	1	"6 Agree"	"4 Neutral"	"2 Disagree"	"2 Disagree"	"6 Agree"	99	-89	-100	100	99	2	2	6	2	"70"	2	2	2	2	"-80"	6	6	2	6	"0"	4	2	6	2	"0"	"Democrats"	"To some extent"	2	2	6	2	"0"	"Donald Trump"	"To some extent"	2	2	2	2	"0"	"People are too sensitive about race and gender"	"To some extent"	6	6	2	6	"0"	"Opposition to multiculturalism"	"To some extent"	4	2	2	6	"0"	""	"1"	"10"	"306509"	"dems"	180	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	5	5	1	1	5	2.75	5	0	0	1	0	1	3	3	5	5	3.5	3.5	2	2	1	0.63125	"low"	1	-1	0	0	0	0
"776"	"R_pc9vO5Ybb39Typ3"	25	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-50"	"-9"	0	0	3	2	1	1	3	3	1	2	4	0	"6 Agree"	"5 Slightly agree"	"7 Strongly agree"	"6 Agree"	"7 Strongly agree"	100	-100	-100	-98	-93	3	7	6	7	"10"	6	7	7	6	"50"	2	4	1	3	"-60"	4	6	7	7	"-75"	"Republicans"	"&nbsp;"	3	7	6	6	"-11"	"Donald Trump"	"Not at all"	6	6	7	7	"-12"	"People are too insensitive about race and gender"	"&nbsp;"	2	4	1	3	"6"	"Support of multiculturalism"	"&nbsp;"	4	6	7	7	"10"	""	"1"	"5"	"4790170"	"dems"	181	1.625	"low"	-1.00625	0.485507815781701	-0.313288811927077	5	4	6	5	6	1.75	4.5	1	1	1	1	4	5.75	5.5	2.5	2.5	6	6	6.5	6.5	1	1.00625	"low"	1	-1	-0.25	0	0	0
"416"	"R_pRWiTkIFJIY7KZb"	39	"Male"	""	"Caucasian"	""	"Atheist"	""	"-32"	"-32"	0	0	2	2	0	0	2	2	0	2	6	0	"4 Neutral"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	43	-100	-100	74	100	6	6	7	5	"28"	5	7	6	3	"-55"	6	6	3	7	"-61"	2	4	6	6	"0"	"Republicans"	"To some extent"	3	2	4	3	"0"	"Donald Trump"	"To some extent"	5	4	5	4	"-5"	"Affirmative action is unfair"	"To some extent"	4	5	3	5	"20"	"Opposition to multiculturalism"	"To some extent"	1	2	4	5	"61"	""	"1"	"10"	"1461639"	"dems"	182	1	"low"	-1.63125	0	-0.798796627708778	3	8	6	0	6	2	5.5	1	0	1	0	2	6	3	5.5	4.25	4.5	3	5.25	4.5	1	1.63125	"low"	1	-1	-3	-1.25	-0.75	-1.5
"534"	"R_ULRLOpUrhGWd7z3"	44	"Male"	""	"Caucasian"	""	"Christianity"	""	"-39"	"-38"	0	0	2	2	0	0	2	2	5	5	1	3	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	"4 Neutral"	96	-100	-100	9	36	2	5	4	5	"-21"	1	4	4	1	"-40"	5	5	1	4	"-54"	2	2	3	3	"-11"	"Democrats"	"To some extent"	3	4	6	4	"15"	"Hillary Clinton"	"&nbsp;"	1	4	4	1	"14"	"People are too sensitive about race and gender"	"To some extent"	5	6	2	6	"37"	"Opposition to multiculturalism"	"&nbsp;"	2	3	2	4	"23"	"I felt that at least in Stanley's case, they certainly do have the right to fire him if any negative connotation becomes associated with the business as well."	"0"	"23"	"8103090"	"dems"	183	1	"low"	-1.63125	0	-0.798796627708778	1	2	6	0	3	3.5	1.5	1	1	1	1	4	4	4.25	3.75	4.75	2.5	2.75	2.5	2.5	-1	-1.63125	"low"	-1	-1	0.25	1	0	0.25
"568"	"R_1lxADGHnyOjn35w"	45	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-50"	"-19"	1	1	3	3	1	1	3	3	1	5	1	1	"6 Agree"	"2 Disagree"	"6 Agree"	"6 Agree"	"6 Agree"	98	-100	-100	-100	-98	2	6	6	6	"0"	6	6	4	6	"0"	2	4	2	2	"20"	4	6	6	6	"-42"	"Democrats"	"Not at all"	4	6	6	6	"0"	"Hillary Clinton"	"Not at all"	6	6	4	6	"0"	"People are too sensitive about race and gender"	"Not at all"	2	6	2	2	"0"	"Opposition to multiculturalism"	"Not at all"	4	4	6	6	"0"	"Thank you"	"0"	"6"	"6946588"	"dems"	184	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	5	7	5	5	5	2	6	1	1	1	1	4	5	5.5	2.5	3	5.5	5	5.5	5.5	-1	-0.63125	"low"	-1	-1	0.5	0.5	0	-0.5
"500"	"R_3rVgQCnjCoDj1nY"	57	"Female"	""	"Caucasian"	""	"Atheist"	""	"-31"	"-42"	1	1	3	3	5	1	3	3	1	4	2	0	"4 Neutral"	"6 Agree"	"6 Agree"	"3 Slightly disagree"	"6 Agree"	35	-68	-100	39	70	3	6	3	6	"-39"	5	3	6	4	"-69"	6	5	6	3	"-37"	3	4	4	5	"-75"	"Democrats"	"To some extent"	3	6	3	5	"19"	"Hillary Clinton"	"To some extent"	5	3	6	4	"26"	"People are too sensitive about race and gender"	"To some extent"	6	5	6	3	"48"	"Opposition to multiculturalism"	"To some extent"	4	4	4	5	"60"	""	"0"	"7"	"1783147"	"dems"	185	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	3	3	5	2	5	1.75	3	1	1	1	1	4	4.5	4.25	5	5	4	4.25	4.5	4.5	-1	-0.13125	"low"	-1	-1	-0.25	0	0	0.25
"389"	"R_3Orz2hQ6EC0LvyX"	22	"Female"	""	"Caucasian"	""	"Christianity"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	2	2	0	0	"1 Strongly disagree"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	100	-100	-100	80	100	6	6	5	6	"-50"	6	6	6	6	"-20"	5	5	3	5	"-40"	0	3	2	3	"-70"	"Democrats"	"&nbsp;"	5	6	3	6	"-60"	"Hillary Clinton"	"&nbsp;"	6	6	6	6	"-6"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	3	5	"100"	"Opposition to multiculturalism"	"&nbsp;"	5	3	5	5	"100"	""	"0"	"5"	"5944607"	"dems"	186	1	"low"	-1.63125	0	-0.798796627708778	0	8	6	0	6	1	4	1	1	1	1	4	5.75	5	4.5	4.5	2	4.5	6	6	-1	-1.63125	"low"	-1	-1	-0.75	0	0	2.5
"600"	"R_ZKzEw7GP3AyTZdf"	39	"Female"	""	"Caucasian"	""	"Christianity"	""	"-38"	"-47"	0	0	2	2	0	0	2	2	2	6	1	0	"3 Slightly disagree"	"4 Neutral"	"6 Agree"	"5 Slightly agree"	"6 Agree"	82	-30	-100	2	100	2	4	4	5	"0"	4	4	4	3	"0"	5	4	1	3	"-1"	2	2	2	3	"-84"	"Democrats"	"Not at all"	3	4	4	5	"0"	"Hillary Clinton"	"&nbsp;"	4	4	4	3	"0"	"People are too sensitive about race and gender"	"&nbsp;"	4	5	1	4	"20"	"Opposition to multiculturalism"	"To some extent"	5	2	3	4	"85"	""	"0"	"5"	"9743601"	"dems"	187	1	"low"	-1.63125	0	-0.798796627708778	2	5	5	4	5	2.25	3.5	1	1	1	1	4	3.75	4	3.25	3.5	2.25	3.5	3.75	3.75	-1	-1.63125	"low"	-1	-1	0.25	0.25	0	1.25
"441"	"R_2qt6tvqKdbEqxYT"	45	"Female"	""	"Caucasian"	""	"Christianity"	""	"11"	"-14"	3	2	5	4	4	3	4	4	4	6	3	3	"4 Neutral"	"3 Slightly disagree"	"5 Slightly agree"	"5 Slightly agree"	"5 Slightly agree"	32	-100	-100	38	72	4	4	4	4	"0"	5	5	4	4	"0"	5	5	5	4	"0"	2	4	4	4	"0"	"Libertarians"	"Not at all"	4	4	4	4	"0"	"Donald Trump"	"Not at all"	4	4	4	4	"0"	"People are too sensitive about race and gender"	"Not at all"	5	4	5	4	"0"	"Support of multiculturalism"	"Not at all"	2	4	4	4	"0"	""	"1"	"21"	"6993466"	"dems"	188	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	3	6	4	4	4	4	4.5	0	0	1	1	2	4	4	4.75	4.5	3.5	3.5	4.5	4	-1	-0.99375	"high"	1	1	0	-0.25	-0.5	0
"664"	"R_vCi0JNldemWbhXX"	55	"Female"	""	"Caucasian"	""	"Christianity"	""	"-13"	"-33"	0	0	2	2	1	0	2	2	3	4	3	0	"2 Disagree"	"2 Disagree"	"6 Agree"	"2 Disagree"	"4 Neutral"	45	-100	-100	78	87	4	7	3	5	"11"	6	5	4	3	"-43"	5	5	3	5	"0"	5	5	5	5	"38"	"Republicans"	"&nbsp;"	3	6	3	5	"-28"	"Donald Trump"	"Not at all"	5	5	5	3	"-60"	"People are too sensitive about race and gender"	"To some extent"	5	5	3	6	"20"	"Support of multiculturalism"	"&nbsp;"	2	3	5	3	"-77"	""	"1"	"24"	"5892399"	"dems"	189	1.125	"low"	-1.50625	0.117783035656383	-0.681013592052395	1	7	5	1	3	2.5	4	1	0	1	1	3	4.75	4.25	4.5	4.75	5	3.25	4.5	4.5	1	1.50625	"low"	1	-1	-0.5	0.25	0	-1.75
"456"	"R_yUqXRm1UtQp7RL3"	37	"Female"	""	"Caucasian"	""	"Atheist"	""	"-28"	"-39"	2	1	3	3	4	3	4	3	1	3	1	1	"3 Slightly disagree"	"5 Slightly agree"	"6 Agree"	"4 Neutral"	"6 Agree"	84	-83	-96	79	76	4	6	6	6	"83"	3	4	5	3	"-6"	5	3	3	5	"79"	3	2	3	3	"40"	"Republicans"	"To some extent"	3	6	6	6	"-60"	"Donald Trump"	"To some extent"	3	6	6	3	"-53"	"People are too insensitive about race and gender"	"To some extent"	6	5	3	6	"-23"	"Support of multiculturalism"	"To some extent"	2	3	2	5	"-65"	""	"1"	"19"	"3181207"	"dems"	190	2.875	"medium"	0.24375	1.05605267424931	0.257256046540535	2	4	5	3	5	1.5	3	1	1	1	1	4	5.5	5.25	4	5	2.75	3	3.75	4.5	-1	-0.24375	"high"	1	1	-0.25	1	0.75	0.25
"563"	"R_OkADvKkiWPGwPjH"	46	"Female"	""	"Caucasian"	""	"Christianity"	""	"14"	"-20"	0	0	3	3	3	3	4	4	4	7	3	0	"4 Neutral"	"5 Slightly agree"	"7 Strongly agree"	"2 Disagree"	"6 Agree"	85	-100	-100	94	100	3	6	3	5	"-55"	2	3	2	2	"-72"	5	4	1	3	"-36"	2	2	2	5	"-76"	"Democrats"	"&nbsp;"	3	6	3	4	"-56"	"Hillary Clinton"	"To some extent"	2	3	2	2	"-64"	"People are too sensitive about race and gender"	"&nbsp;"	5	4	1	3	"-39"	"Opposition to multiculturalism"	"&nbsp;"	2	3	2	2	"-87"	"Thanks!"	"0"	"1"	"6136004"	"dems"	191	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	3	4	6	1	5	3.5	3.5	1	1	1	1	4	4.25	4	3.25	3.25	2.75	2.25	2.25	2.25	-1	-0.13125	"low"	-1	-1	-0.25	0	0	-0.5
"811"	"R_3NTWgfwY4geoMwH"	43	"Female"	""	"Caucasian"	""	"Atheist"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	1	2	0	0	"5 Slightly agree"	"4 Neutral"	"7 Strongly agree"	"4 Neutral"	"4 Neutral"	90	-100	-100	-100	-98	4	7	6	6	"0"	7	2	7	5	"0"	7	6	4	5	"0"	5	3	5	5	"100"	"Republicans"	"Not at all"	4	7	5	7	"0"	"Donald Trump"	"Not at all"	7	3	7	6	"0"	"People are too insensitive about race and gender"	"Not at all"	7	6	5	5	"0"	"Support of multiculturalism"	"Not at all"	5	4	5	6	"-100"	"Protecting freedom of speech means protecting speech that you may not like.  It does not, however, protect you from the natural consequences of that speech - if you're an asshole, you don't get to be shielded from being called out for being an asshole.  But you still have the freedom to be an asshole, if you really want.  Public debate is never improved by forcibly suppressing opinions that you don't care for.  If your opinion is better - then argue for it, prove it.   "	"1"	"12"	"9915790"	"dems"	192	1	"low"	-1.63125	0	-0.798796627708778	4	5	6	3	3	0.75	4.5	1	1	1	1	4	5.75	5.75	5.5	5.75	4.5	5	5.25	5.75	1	1.63125	"low"	1	-1	0	0.25	0.5	0.5
"578"	"R_1f2uUhnLg2AgGPs"	34	"Female"	""	"Caucasian"	""	"Buddhism"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	2	2	3	0	"4 Neutral"	"4 Neutral"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	100	-100	-100	-100	-100	2	4	3	4	"-62"	6	7	6	4	"0"	6	5	4	4	"0"	4	1	2	4	"-100"	"Democrats"	"&nbsp;"	3	6	5	4	"0"	"Hillary Clinton"	"To some extent"	6	6	6	4	"0"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	4	6	"100"	"Opposition to multiculturalism"	"&nbsp;"	5	2	2	6	"100"	""	"0"	"10"	"2881032"	"dems"	193	1	"low"	-1.63125	0	-0.798796627708778	3	5	6	0	6	1.75	4	1	1	1	1	4	3.25	4.5	4.75	5.5	2.75	3.75	5.75	5.5	-1	-1.63125	"low"	-1	-1	1.25	0.75	-0.25	1
"854"	"R_2ffCHHPLPeb0EL4"	25	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-22"	"-15"	5	4	6	6	4	4	5	5	5	7	4	4	"7 Strongly agree"	"2 Disagree"	"6 Agree"	"6 Agree"	"2 Disagree"	17	-9	0	-28	0	5	5	7	7	"0"	6	5	6	7	"0"	4	6	4	4	"2"	5	4	5	6	"0"	"Democrats"	"Not at all"	5	5	6	6	"0"	"Hillary Clinton"	"Not at all"	5	6	6	6	"0"	"People are too sensitive about race and gender"	"Not at all"	4	5	4	4	"0"	"Opposition to multiculturalism"	"Not at all"	4	3	5	6	"0"	"Freedom of speech goes equally both ways. The protesters have done more to harm the Democratic party, than Trump supporters ever could. Democrats are now laughed at because we are not seen as sensible and tolerant as we once professed to be. It's a shame to watch the militant liberal left take the party hostage. I am a tolerant open minded liberal. I believe Trump was elected fairly, just as Obama was and if we are patient, his time will pass, just as obama's did. That is the beauty of our two party system. It is like a ball game. The opposing team now has the ball but that is FAIR. It is their turn. Those are the rules of the game. They waited through 8 years of Obama. Who are we to deny them a turn? So now we light ourselves on fire, so to speak, in protest of a democratic election. The far left have become the very thing they hate, intolerant and violent. I would not have believed it if I had not seen it in my lifetime. "	"0"	"6"	"1818828"	"dems"	194	4.875	"high"	2.24375	1.58412010444981	0.785323476741032	6	7	5	5	1	5	6.5	1	1	1	1	4	6	5.5	4.5	4.25	5	4.5	6	5.75	1	2.24375	"high"	-1	1	-0.5	-0.25	-0.25	-0.5
"855"	"R_3qeNN44JobOcXDO"	44	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-24"	"-48"	0	1	2	2	1	0	2	2	4	5	1	0	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	100	-100	-95	75	90	6	7	6	7	"40"	7	6	7	1	"50"	5	7	1	3	"90"	4	2	7	7	"-80"	"Republicans"	"Not at all"	5	7	6	7	"-40"	"Donald Trump"	"Not at all"	7	7	7	3	"-30"	"People are too sensitive about race and gender"	"Not at all"	7	7	1	3	"100"	"Support of multiculturalism"	"&nbsp;"	5	2	7	7	"75"	""	"1"	"10"	"1752932"	"dems"	195	1.25	"low"	-1.38125	0.22314355131421	-0.575653076394568	6	8	6	6	6	2.5	7	1	0	1	1	3	6.5	6.25	4	4.5	5	5.25	5.25	6	1	1.38125	"low"	1	-1	-0.25	0.5	0.75	0.25
"675"	"R_2uWnViedGMfn4UJ"	35	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-42"	"-50"	0	0	2	2	0	0	2	2	0	2	0	0	"2 Disagree"	"4 Neutral"	"7 Strongly agree"	"1 Strongly disagree"	"6 Agree"	63	-99	-100	-18	8	3	7	6	7	"70"	6	7	5	7	"81"	7	6	4	3	"50"	5	2	3	4	"67"	"Republicans"	"&nbsp;"	2	7	5	7	"-86"	"Donald Trump"	"Not at all"	6	7	6	7	"-53"	"People are too insensitive about race and gender"	"&nbsp;"	7	6	3	4	"-72"	"Support of multiculturalism"	"&nbsp;"	3	3	3	3	"-87"	""	"1"	"16"	"1124023"	"dems"	196	1	"low"	-1.63125	0	-0.798796627708778	1	5	6	0	5	0.5	3	1	1	1	1	4	5.75	5.25	5	5	3.5	3	6.25	6.5	1	1.63125	"low"	1	-1	-0.5	0	0.25	-0.5
"738"	"R_TkpIBSDjOv72aQh"	34	"Male"	""	"Caucasian"	""	"Atheist"	""	"-39"	"-39"	0	0	2	2	0	0	2	2	1	2	2	2	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	"7 Strongly agree"	0	-100	-100	-100	-25	3	6	6	6	"30"	7	7	7	7	"30"	7	7	3	7	"30"	5	1	6	7	"30"	"Democrats"	"Not at all"	7	7	7	7	"30"	"Hillary Clinton"	"Not at all"	7	7	7	7	"30"	"People are too sensitive about race and gender"	"Not at all"	7	7	3	7	"30"	"Opposition to multiculturalism"	"Not at all"	5	1	5	7	"30"	""	"0"	"2"	"6647320"	"dems"	197	1	"low"	-1.63125	0	-0.798796627708778	6	2	6	4	6	1.75	4	1	1	1	1	4	5.25	7	6	6	4.75	4.5	7	7	-1	-1.63125	"low"	-1	-1	1.75	0	0	-0.25
"663"	"R_XQU9cRUUQtaHimd"	48	"Male"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"-48"	"-50"	0	0	2	2	0	0	2	2	0	2	1	0	"3 Slightly disagree"	"5 Slightly agree"	"7 Strongly agree"	"2 Disagree"	"7 Strongly agree"	95	-100	-100	-65	-30	2	7	5	7	"40"	6	7	7	7	"100"	5	5	2	5	"80"	5	7	7	7	"80"	"Republicans"	"Not at all"	2	7	5	7	"-100"	"Donald Trump"	"Not at all"	6	7	6	7	"0"	"People are too insensitive about race and gender"	"To some extent"	7	7	1	2	"-40"	"Support of multiculturalism"	"Not at all"	5	7	7	7	"-100"	"Thank you."	"1"	"23"	"411486"	"dems"	198	1	"low"	-1.63125	0	-0.798796627708778	2	4	6	1	6	0.75	3	1	1	1	1	4	5.25	5.25	4.25	4.25	6.5	6.5	6.75	6.5	1	1.63125	"low"	1	-1	0	0	-0.25	0
"396"	"R_3NwZMgKk29iulT9"	25	"Male"	""	"Hispanic"	""	"Agnostic"	""	"-37"	"-35"	5	3	7	3	5	1	3	2	6	3	5	6	"6 Agree"	"6 Agree"	"7 Strongly agree"	"6 Agree"	"6 Agree"	0	-56	-52	18	0	4	4	6	4	"0"	6	4	6	4	"-43"	7	6	2	2	"0"	4	1	2	5	"-40"	"Republicans"	"To some extent"	3	4	4	3	"0"	"Donald Trump"	"To some extent"	6	5	2	4	"-23"	"People are too insensitive about race and gender"	"To some extent"	6	6	1	6	"-4"	"Support for affirmative action"	"To some extent"	4	2	6	6	"-28"	""	"1"	"11"	"1958514"	"dems"	199	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	5	3	6	5	5	5	4	1	1	1	0	3	4.5	3.5	4.25	4.75	3	4.5	5	4.25	-1	-0.99375	"high"	1	1	-1	0.5	-0.75	1.5
